detectorid,stationid,stationname,lanenumber,highwayid,highwayname,milepost
100695,1139,"WB US 26 Frontage (2R367) at Skyline",1,609,DS,71.08
100953,1140,"Columbia (2R024) to NB I-205",3,3,I-205,23.41
100954,1140,"Columbia (2R024) to NB I-205",2,3,I-205,23.41
100955,1140,"Columbia (2R024) to NB I-205",1,3,I-205,23.41
102307,1141,"Columbia (2R025) to SB I-205",4,4,I-205,23.41
102308,1141,"Columbia (2R025) to SB I-205",3,4,I-205,23.41
102309,1141,"Columbia (2R025) to SB I-205",2,4,I-205,23.41
102310,1141,"Columbia (2R025) to SB I-205",1,4,I-205,23.41
102289,1143,"Glisan (2R055) to SB I-205",5,4,I-205,21.12
102290,1143,"Glisan (2R055) to SB I-205",4,4,I-205,21.12
102291,1143,"Glisan (2R055) to SB I-205",3,4,I-205,21.12
102292,1143,"Glisan (2R055) to SB I-205",2,4,I-205,21.12
102293,1143,"Glisan (2R055) to SB I-205",1,4,I-205,21.12
100919,1144,"OR 213/Park Place (2DS171) to I-205 NB MP10.45",3,3,I-205,10.45
100920,1144,"OR 213/Park Place (2DS171) to I-205 NB MP10.45",2,3,I-205,10.45
100921,1144,"OR 213/Park Place (2DS171) to I-205 NB MP10.45",1,3,I-205,10.45
100903,1145,"Glisan (2R023) to WB I-84",1,609,DS,5.7
100696,1146,"Barnes (2R355) to WB US 26 Frontage",2,609,DS,69.3
100697,1146,"Barnes (2R355) to WB US 26 Frontage",1,609,DS,69.3
100836,1147,"Victory (2R021) to SB I-5",3,2,I-5,306.6
100837,1147,"Victory (2R021) to SB I-5",2,2,I-5,306.6
100838,1147,"Victory (2R021) to SB I-5",1,2,I-5,306.6
100672,1148,"Zoo (2R387) to EB US 26",3,11,US26,72.21
100673,1148,"Zoo (2R387) to EB US 26",2,11,US26,72.21
100674,1148,"Zoo (2R387) to EB US 26",1,11,US26,72.21
5003,1501,"Grand EB",1,50,"SR 14",1.55
5004,1501,"Grand EB",2,50,"SR 14",1.55
5005,1502,"Grand WB",2,51,"SR 14",1.55
5006,1502,"Grand WB",1,51,"SR 14",1.55
5021,1507,Kiggins,1,502,"WA I-5",2.55
5022,1507,Kiggins,2,502,"WA I-5",2.55
5023,1507,Kiggins,3,502,"WA I-5",2.55
5024,1508,Kiggins,3,501,"WA I-5",2.55
5025,1508,Kiggins,2,501,"WA I-5",2.55
5026,1508,Kiggins,1,501,"WA I-5",2.55
1000050,1511,99th,3,502,"WA I-5",5.29
1000051,1511,99th,1,502,"WA I-5",5.29
1000052,1511,99th,2,502,"WA I-5",5.29
1000131,1512,99th,1,501,"WA I-5",5.29
1000132,1512,99th,3,501,"WA I-5",5.29
1000133,1512,99th,2,501,"WA I-5",5.29
5041,1513,"Salmon Cr. SB",3,502,"WA I-5",6.31
5042,1513,"Salmon Cr. SB",2,502,"WA I-5",6.31
5139,1513,"Salmon Cr. SB",1,502,"WA I-5",6.31
5039,1514,"Salmon Cr. NB",2,501,"WA I-5",6.31
5040,1514,"Salmon Cr. NB",3,501,"WA I-5",6.31
5138,1514,"Salmon Cr. NB",1,501,"WA I-5",6.31
102007,1515,"I-5 SB at 134th",1,502,"WA I-5",7.3
102008,1515,"I-5 SB at 134th",2,502,"WA I-5",7.3
102005,1516,"I-5 NB at 134th",2,501,"WA I-5",7.3
102010,1516,"I-5 NB at 134th",1,501,"WA I-5",7.3
5063,1526,"Lieser WB",1,51,"SR 14",4.32
5064,1526,"Lieser WB",2,51,"SR 14",4.32
5065,1527,"Lieser EB",2,50,"SR 14",4.32
5066,1527,"Lieser EB",1,50,"SR 14",4.32
5067,1528,"Ellsworth WB",1,51,"SR 14",5.59
5068,1528,"Ellsworth WB",2,51,"SR 14",5.59
5069,1529,"Ellsworth EB",2,50,"SR 14",5.59
5070,1529,"Ellsworth EB",1,50,"SR 14",5.59
5094,1547,"70th SB",2,55,"WA I-205",32.23
5095,1547,"70th SB",1,55,"WA I-205",32.23
5120,1552,63rd,3,501,"WA I-5",3.78
5121,1552,63rd,2,501,"WA I-5",3.78
5122,1552,63rd,1,501,"WA I-5",3.78
5117,1553,63rd,1,502,"WA I-5",3.78
5118,1553,63rd,2,502,"WA I-5",3.78
5119,1553,63rd,3,502,"WA I-5",3.78
5127,1554,78th,1,501,"WA I-5",4.25
5128,1554,78th,2,501,"WA I-5",4.25
5129,1554,78th,3,501,"WA I-5",4.25
5124,1555,78th,1,502,"WA I-5",4.25
5125,1555,78th,2,502,"WA I-5",4.25
5126,1555,78th,3,502,"WA I-5",4.25
5134,1556,86th,3,501,"WA I-5",4.94
5135,1556,86th,2,501,"WA I-5",4.94
5136,1556,86th,1,501,"WA I-5",4.94
5131,1557,86th,1,502,"WA I-5",4.94
5132,1557,86th,2,502,"WA I-5",4.94
5133,1557,86th,3,502,"WA I-5",4.94
5151,1570,"(NB) SR502",2,501,"WA I-5",11.67
5152,1570,"(NB) SR502",3,501,"WA I-5",11.67
5722,1570,"(NB) SR502",1,501,"WA I-5",11.67
5792,1583,SR-14,3,502,"WA I-5",0.45
5793,1583,SR-14,2,502,"WA I-5",0.45
5794,1583,SR-14,1,502,"WA I-5",0.45
5631,1588,"(SB) SR502",3,502,"WA I-5",11.75
5632,1588,"(SB) SR502",2,502,"WA I-5",11.75
5723,1588,"(SB) SR502",1,502,"WA I-5",11.75
5641,1593,"mp 73.3 (access gate)",3,501,"WA I-5",73.26
5642,1593,"mp 73.3 (access gate)",2,501,"WA I-5",73.26
1000134,1593,"mp 73.3 (access gate)",1,501,"WA I-5",73.26
5643,1594,"mp 73.3 (access gate)",3,502,"WA I-5",73.26
5644,1594,"mp 73.3 (access gate)",2,502,"WA I-5",73.26
1000053,1594,"mp 73.3 (access gate)",1,502,"WA I-5",73.26
5645,1595,"Labree Rd Chehalis",2,501,"WA I-5",74.75
5646,1595,"Labree Rd Chehalis",1,501,"WA I-5",74.75
5647,1596,"Labree Rd Chehalis",2,502,"WA I-5",74.75
5648,1596,"Labree Rd Chehalis",1,502,"WA I-5",74.75
1000087,1599,"Blandford EB",1,50,"SR 14",2.4
1000088,1599,"Blandford EB",2,50,"SR 14",2.4
1000005,1600,"Blandford WB",2,51,"SR 14",2.4
1000006,1600,"Blandford WB",1,51,"SR 14",2.4
102003,1601,"Shorewood EB",2,50,"SR 14",3.05
102004,1601,"Shorewood EB",1,50,"SR 14",3.05
102001,1602,"Shorewood WB",1,51,"SR 14",3.05
102002,1602,"Shorewood WB",2,51,"SR 14",3.05
5795,1603,"Cascade Park Dr",2,50,"SR 14",7.72
5796,1603,"Cascade Park Dr",1,50,"SR 14",7.72
5797,1604,"Cascade Park Dr",2,51,"SR 14",7.72
5798,1604,"Cascade Park Dr",1,51,"SR 14",7.72
5799,1605,"164th EB",2,50,"SR 14",8.52
5800,1605,"164th EB",1,50,"SR 14",8.52
5801,1606,"164th WB",2,51,"SR 14",8.52
5802,1606,"164th WB",1,51,"SR 14",8.52
5675,1609,SR14,3,55,"WA I-205",27.26
5676,1609,SR14,2,55,"WA I-205",27.26
5677,1609,SR14,1,55,"WA I-205",27.26
5691,1613,"70th NB",2,54,"WA I-205",32.22
5692,1613,"70th NB",1,54,"WA I-205",32.22
5707,1617,"Thurston EB",2,52,"SR 500",3.97
5708,1617,"Thurston EB",1,52,"SR 500",3.97
5709,1618,"Thurston WB",2,53,"SR 500",3.97
5710,1618,"Thurston WB",1,53,"SR 500",3.97
5728,1623,199th,3,501,"WA I-5",10.8
5729,1623,199th,2,501,"WA I-5",10.8
5730,1623,199th,1,501,"WA I-5",10.8
5731,1624,199th,3,502,"WA I-5",10.81
5732,1624,199th,2,502,"WA I-5",10.81
5733,1624,199th,1,502,"WA I-5",10.81
5734,1625,"Carty Rd.",3,501,"WA I-5",12.48
5735,1625,"Carty Rd.",2,501,"WA I-5",12.48
5736,1625,"Carty Rd.",1,501,"WA I-5",12.48
5737,1626,"Carty Rd.",3,502,"WA I-5",12.49
5738,1626,"Carty Rd.",2,502,"WA I-5",12.49
5739,1626,"Carty Rd.",1,502,"WA I-5",12.49
5742,1627,"35th St",3,501,"WA I-5",2.1
5743,1627,"35th St",2,501,"WA I-5",2.1
5744,1627,"35th St",1,501,"WA I-5",2.1
5750,1628,"35th St",3,502,"WA I-5",2.1
5751,1628,"35th St",2,502,"WA I-5",2.1
5752,1628,"35th St",1,502,"WA I-5",2.1
5756,1629,"Pearson EB",2,50,"SR 14",0.58
5757,1629,"Pearson EB",1,50,"SR 14",0.58
5758,1630,"Pearson WB",2,51,"SR 14",0.58
5759,1630,"Pearson WB",1,51,"SR 14",0.58
5760,1631,"I-205 E EB",2,50,"SR 14",6.3
5761,1631,"I-205 E EB",1,50,"SR 14",6.3
5762,1632,"I-205 E WB",2,51,"SR 14",6.3
5763,1632,"I-205 E WB",1,51,"SR 14",6.3
5764,1633,"6th Ave",1,50,"SR 14",12.39
5765,1634,"6th Ave",2,51,"SR 14",12.39
5766,1634,"6th Ave",1,51,"SR 14",12.39
5767,1635,"Lady Island",1,50,"SR 14",13.14
5768,1636,"Lady Island",1,51,"SR 14",13.14
5769,1637,Union,2,50,"SR 14",14.65
5770,1637,Union,1,50,"SR 14",14.65
5771,1638,Union,2,51,"SR 14",14.65
5772,1638,Union,1,51,"SR 14",14.65
5773,1639,"NE 58th",2,54,"WA I-205",31.53
5774,1639,"NE 58th",1,54,"WA I-205",31.53
5775,1640,"NE 58th",2,55,"WA I-205",31.53
5776,1640,"NE 58th",1,55,"WA I-205",31.53
5777,1641,Andresen,2,54,"WA I-205",33.45
5778,1641,Andresen,1,54,"WA I-205",33.45
5779,1642,Andresen,2,55,"WA I-205",33.45
5780,1642,Andresen,1,55,"WA I-205",33.45
5781,1643,"15th St EB",2,52,"SR 500",0.66
5782,1643,"15th St EB",1,52,"SR 500",0.66
5783,1644,"15th St WB",2,53,"SR 500",0.66
5784,1644,"15th St WB",1,53,"SR 500",0.66
5785,1645,"Burnt Bridge EB",2,52,"SR 500",1.46
5786,1645,"Burnt Bridge EB",1,52,"SR 500",1.46
5787,1646,"Burnt Bridge WB",2,53,"SR 500",1.46
5788,1646,"Burnt Bridge WB",1,53,"SR 500",1.46
5530,1989,"13th Chehalis",2,501,"WA I-5",76.54
5531,1989,"13th Chehalis",1,501,"WA I-5",76.54
5532,1990,"13th Chehalis",2,502,"WA I-5",76.54
5533,1990,"13th Chehalis",1,502,"WA I-5",76.54
101071,3001,"Park Place (2DS078) @ SB I-205 MP10.2",3,4,I-205,10.2
101072,3001,"Park Place (2DS078) @ SB I-205 MP10.2",2,4,I-205,10.2
101073,3001,"Park Place (2DS078) @ SB I-205 MP10.2",1,4,I-205,10.2
101068,3002,"Park Place (2DS078) @ NB I-205 MP10.2",3,3,I-205,10.2
101069,3002,"Park Place (2DS078) @ NB I-205 MP10.2",2,3,I-205,10.2
101070,3002,"Park Place (2DS078) @ NB I-205 MP10.2",1,3,I-205,10.2
100280,3032,"Madison (2DS042) @ NB I-5 MP300.8",3,1,I-5,300.8
100281,3032,"Madison (2DS042) @ NB I-5 MP300.8",2,1,I-5,300.8
100282,3032,"Madison (2DS042) @ NB I-5 MP300.8",1,1,I-5,300.8
101043,3100,"Prosperity Park (2DS001) @ NB I-205 MP1.96",3,3,I-205,1.96
101044,3100,"Prosperity Park (2DS001) @ NB I-205 MP1.96",2,3,I-205,1.96
101045,3100,"Prosperity Park (2DS001) @ NB I-205 MP1.96",1,3,I-205,1.96
101054,3101,"Prosperity Park (2DS001) @ SB I-205 MP1.96",3,4,I-205,1.96
101055,3101,"Prosperity Park (2DS001) @ SB I-205 MP1.96",2,4,I-205,1.96
101056,3101,"Prosperity Park (2DS001) @ SB I-205 MP1.96",1,4,I-205,1.96
101046,3102,"Blankenship (2DS002) @ NB I-205 MP5.39",2,3,I-205,5.39
101047,3102,"Blankenship (2DS002) @ NB I-205 MP5.39",1,3,I-205,5.39
101048,3103,"Viewpoint (2DS003) @ NB I-205 MP7.6",2,3,I-205,7.6
101049,3103,"Viewpoint (2DS003) @ NB I-205 MP7.6",1,3,I-205,7.6
101059,3104,"Viewpoint (2DS003) @ SB I-205 MP7.6",2,4,I-205,7.6
101060,3104,"Viewpoint (2DS003) @ SB I-205 MP7.6",1,4,I-205,7.6
101146,3105,"Halsey (2DS004) @ SB I-205 MP21.68",4,4,I-205,21.68
101147,3105,"Halsey (2DS004) @ SB I-205 MP21.68",3,4,I-205,21.68
101148,3105,"Halsey (2DS004) @ SB I-205 MP21.68",2,4,I-205,21.68
101149,3105,"Halsey (2DS004) @ SB I-205 MP21.68",1,4,I-205,21.68
101050,3106,"Prescott (2DS005) @ NB I-205 MP23.27",4,3,I-205,23.27
101051,3106,"Prescott (2DS005) @ NB I-205 MP23.27",3,3,I-205,23.27
101052,3106,"Prescott (2DS005) @ NB I-205 MP23.27",2,3,I-205,23.27
101053,3106,"Prescott (2DS005) @ NB I-205 MP23.27",1,3,I-205,23.27
101061,3107,"Prescott (2DS005) @ SB I-205 MP23.27",4,4,I-205,23.27
101062,3107,"Prescott (2DS005) @ SB I-205 MP23.27",3,4,I-205,23.27
101063,3107,"Prescott (2DS005) @ SB I-205 MP23.27",2,4,I-205,23.27
101064,3107,"Prescott (2DS005) @ SB I-205 MP23.27",1,4,I-205,23.27
100532,3108,"Broadway (2DS006) @ NB I-405 MP1.15",3,5,I-405,1.15
100533,3108,"Broadway (2DS006) @ NB I-405 MP1.15",2,5,I-405,1.15
100534,3108,"Broadway (2DS006) @ NB I-405 MP1.15",1,5,I-405,1.15
100546,3109,"Jefferson (2DS008) @ NB I-405 MP1.77",2,5,I-405,1.77
100547,3109,"Jefferson (2DS008) @ NB I-405 MP1.77",1,5,I-405,1.77
100544,3110,"Jefferson (2DS008) @ SB I-405 MP1.77",2,6,I-405,1.77
100545,3110,"Jefferson (2DS008) @ SB I-405 MP1.77",1,6,I-405,1.77
100527,3111,"Alder (2DS009) @ NB I-405 MP2.12",2,5,I-405,2.12
100528,3111,"Alder (2DS009) @ NB I-405 MP2.12",1,5,I-405,2.12
100555,3113,"N. Wilsonville (2DS051) @ SB I-5 MP285.28",3,2,I-5,285.28
100556,3113,"N. Wilsonville (2DS051) @ SB I-5 MP285.28",2,2,I-5,285.28
100557,3113,"N. Wilsonville (2DS051) @ SB I-5 MP285.28",1,2,I-5,285.28
101065,3115,"OR 99W (2DS053) @ SB I-5 MP294.05",3,2,I-5,294.05
101066,3115,"OR 99W (2DS053) @ SB I-5 MP294.05",2,2,I-5,294.05
101067,3115,"OR 99W (2DS053) @ SB I-5 MP294.05",1,2,I-5,294.05
100684,3116,"Terwilliger (2DS054) @ SB I-5 MP297.3",3,2,I-5,297.3
100685,3116,"Terwilliger (2DS054) @ SB I-5 MP297.3",2,2,I-5,297.3
100686,3116,"Terwilliger (2DS054) @ SB I-5 MP297.3",1,2,I-5,297.3
100701,3117,"Miles (2DS055) @ NB I-5 MP297.6",3,1,I-5,297.6
100702,3117,"Miles (2DS055) @ NB I-5 MP297.6",2,1,I-5,297.6
100703,3117,"Miles (2DS055) @ NB I-5 MP297.6",1,1,I-5,297.6
100687,3118,"Miles (2DS055) @ SB I-5 MP297.6",3,2,I-5,297.6
100688,3118,"Miles (2DS055) @ SB I-5 MP297.6",2,2,I-5,297.6
100689,3118,"Miles (2DS055) @ SB I-5 MP297.6",1,2,I-5,297.6
100529,3120,"N. Morrison Bridge (2DS070) @ SB I-5 MP301.32",3,2,I-5,301.32
100530,3120,"N. Morrison Bridge (2DS070) @ SB I-5 MP301.32",2,2,I-5,301.32
100531,3120,"N. Morrison Bridge (2DS070) @ SB I-5 MP301.32",1,2,I-5,301.32
100391,3121,"Broadway (2DS010) @ SB I-5 MP302.51",2,2,I-5,302.51
100392,3121,"Broadway (2DS010) @ SB I-5 MP302.51",1,2,I-5,302.51
101022,3122,"SB I-5 (2DS011) to SB I-405 MP4.09",2,6,I-405,4.09
101023,3122,"SB I-5 (2DS011) to SB I-405 MP4.09",1,6,I-405,4.09
101028,3123,"N. Lombard off-ramp (2DS012) @ NB I-5 MP305.6",3,1,I-5,305.6
101029,3123,"N. Lombard off-ramp (2DS012) @ NB I-5 MP305.6",2,1,I-5,305.6
101030,3123,"N. Lombard off-ramp (2DS012) @ NB I-5 MP305.6",1,1,I-5,305.6
101689,3124,"N. Columbia off-ramp (2DS080) @ NB I-5 MP305.9",3,1,I-5,305.9
101690,3124,"N. Columbia off-ramp (2DS080) @ NB I-5 MP305.9",2,1,I-5,305.9
101691,3124,"N. Columbia off-ramp (2DS080) @ NB I-5 MP305.9",1,1,I-5,305.9
101089,3125,"W. Grand (2DS013) @ EB I-84 MP0.45",3,7,I-84,0.45
101090,3125,"W. Grand (2DS013) @ EB I-84 MP0.45",2,7,I-84,0.45
101091,3125,"W. Grand (2DS013) @ EB I-84 MP0.45",1,7,I-84,0.45
101137,3126,"W. Grand (2DS013) @ WB I-84 MP0.45",3,8,I-84,0.45
101138,3126,"W. Grand (2DS013) @ WB I-84 MP0.45",2,8,I-84,0.45
101139,3126,"W. Grand (2DS013) @ WB I-84 MP0.45",1,8,I-84,0.45
101092,3127,"Holiday ramp (2DS014) @ EB I-84 MP1.21",3,7,I-84,1.21
101093,3127,"Holiday ramp (2DS014) @ EB I-84 MP1.21",2,7,I-84,1.21
101094,3127,"Holiday ramp (2DS014) @ EB I-84 MP1.21",1,7,I-84,1.21
101140,3128,"Holiday ramp (2DS014) @ WB I-84 MP1.21",3,8,I-84,1.21
101141,3128,"Holiday ramp (2DS014) @ WB I-84 MP1.21",2,8,I-84,1.21
101142,3128,"Holiday ramp (2DS014) @ WB I-84 MP1.21",1,8,I-84,1.21
101095,3129,"28th (2DS015) @ EB I-84 MP1.82",3,7,I-84,1.82
101096,3129,"28th (2DS015) @ EB I-84 MP1.82",2,7,I-84,1.82
101097,3129,"28th (2DS015) @ EB I-84 MP1.82",1,7,I-84,1.82
101098,3130,"53rd (2DS016) @ EB I-84 MP3.36",3,7,I-84,3.36
101099,3130,"53rd (2DS016) @ EB I-84 MP3.36",2,7,I-84,3.36
101100,3130,"53rd (2DS016) @ EB I-84 MP3.36",1,7,I-84,3.36
101101,3131,"Halsey ramp (2DS017) @ EB I-84 MP4.25",3,7,I-84,4.25
101102,3131,"Halsey ramp (2DS017) @ EB I-84 MP4.25",2,7,I-84,4.25
101103,3131,"Halsey ramp (2DS017) @ EB I-84 MP4.25",1,7,I-84,4.25
101153,3132,"Halsey ramp (2DS017) @ WB I-84 MP4.25",3,8,I-84,4.25
101154,3132,"Halsey ramp (2DS017) @ WB I-84 MP4.25",2,8,I-84,4.25
101155,3132,"Halsey ramp (2DS017) @ WB I-84 MP4.25",1,8,I-84,4.25
101104,3133,"82nd (2DS018) @ EB I-84 MP5.03",3,7,I-84,5.03
101105,3133,"82nd (2DS018) @ EB I-84 MP5.03",2,7,I-84,5.03
101106,3133,"82nd (2DS018) @ EB I-84 MP5.03",1,7,I-84,5.03
101156,3134,"82nd (2DS018) @ WB I-84 MP5.03",3,8,I-84,5.03
101157,3134,"82nd (2DS018) @ WB I-84 MP5.03",2,8,I-84,5.03
101158,3134,"82nd (2DS018) @ WB I-84 MP5.03",1,8,I-84,5.03
101107,3135,"Halsey (2DS019) @ EB I-84 MP5.82",3,7,I-84,5.82
101108,3135,"Halsey (2DS019) @ EB I-84 MP5.82",2,7,I-84,5.82
101109,3135,"Halsey (2DS019) @ EB I-84 MP5.82",1,7,I-84,5.82
101159,3136,"Halsey (2DS019) @ WB I-84 MP5.82",3,8,I-84,5.82
101160,3136,"Halsey (2DS019) @ WB I-84 MP5.82",2,8,I-84,5.82
101161,3136,"Halsey (2DS019) @ WB I-84 MP5.82",1,8,I-84,5.82
101283,3137,"102nd (2DS020) @ EB I-84 MP6.7",2,7,I-84,6.7
101284,3137,"102nd (2DS020) @ EB I-84 MP6.7",1,7,I-84,6.7
101162,3138,"102nd (2DS020) @ WB I-84 MP6.7",3,8,I-84,6.7
101163,3138,"102nd (2DS020) @ WB I-84 MP6.7",2,8,I-84,6.7
101164,3138,"102nd (2DS020) @ WB I-84 MP6.7",1,8,I-84,6.7
101114,3139,"122nd (2DS021) @ EB I-84 MP10.04",3,7,I-84,10.04
101115,3139,"122nd (2DS021) @ EB I-84 MP10.04",2,7,I-84,10.04
101116,3139,"122nd (2DS021) @ EB I-84 MP10.04",1,7,I-84,10.04
101165,3140,"122nd (2DS021) @ WB I-84 MP10.04",3,8,I-84,10.04
101166,3140,"122nd (2DS021) @ WB I-84 MP10.04",2,8,I-84,10.04
101167,3140,"122nd (2DS021) @ WB I-84 MP10.04",1,8,I-84,10.04
101117,3141,"148th (2DS022) @ EB I-84 MP11.47",3,7,I-84,11.47
101118,3141,"148th (2DS022) @ EB I-84 MP11.47",2,7,I-84,11.47
101119,3141,"148th (2DS022) @ EB I-84 MP11.47",1,7,I-84,11.47
101168,3142,"148th (2DS022) @ WB I-84 MP11.47",3,8,I-84,11.47
101169,3142,"148th (2DS022) @ WB I-84 MP11.47",2,8,I-84,11.47
101170,3142,"148th (2DS022) @ WB I-84 MP11.47",1,8,I-84,11.47
101120,3143,"162nd (2DS023) @ EB I-84 MP12.16",3,7,I-84,12.16
101121,3143,"162nd (2DS023) @ EB I-84 MP12.16",2,7,I-84,12.16
101122,3143,"162nd (2DS023) @ EB I-84 MP12.16",1,7,I-84,12.16
101171,3144,"162nd (2DS023) @ WB I-84 MP12.16",3,8,I-84,12.16
101172,3144,"162nd (2DS023) @ WB I-84 MP12.16",2,8,I-84,12.16
101173,3144,"162nd (2DS023) @ WB I-84 MP12.16",1,8,I-84,12.16
101123,3145,"181st (2DS024) @ EB I-84 MP13.04",3,7,I-84,13.04
101124,3145,"181st (2DS024) @ EB I-84 MP13.04",2,7,I-84,13.04
101125,3145,"181st (2DS024) @ EB I-84 MP13.04",1,7,I-84,13.04
101174,3146,"181st (2DS024) @ WB I-84 MP13.04",3,8,I-84,13.04
101175,3146,"181st (2DS024) @ WB I-84 MP13.04",2,8,I-84,13.04
101176,3146,"181st (2DS024) @ WB I-84 MP13.04",1,8,I-84,13.04
101126,3147,"207th (2DS025) @ EB I-84 MP14.4",3,7,I-84,14.4
101127,3147,"207th (2DS025) @ EB I-84 MP14.4",2,7,I-84,14.4
101128,3147,"207th (2DS025) @ EB I-84 MP14.4",1,7,I-84,14.4
101177,3148,"207th (2DS025) @ WB I-84 MP14.4",3,8,I-84,14.4
101178,3148,"207th (2DS025) @ WB I-84 MP14.4",2,8,I-84,14.4
101179,3148,"207th (2DS025) @ WB I-84 MP14.4",1,8,I-84,14.4
101129,3149,"223rd (2DS026) @ EB I-84 MP15.17",3,7,I-84,15.17
101130,3149,"223rd (2DS026) @ EB I-84 MP15.17",2,7,I-84,15.17
101131,3149,"223rd (2DS026) @ EB I-84 MP15.17",1,7,I-84,15.17
101180,3150,"223rd (2DS026) @ WB I-84 MP15.17",3,8,I-84,15.17
101181,3150,"223rd (2DS026) @ WB I-84 MP15.17",2,8,I-84,15.17
101182,3150,"223rd (2DS026) @ WB I-84 MP15.17",1,8,I-84,15.17
101132,3151,"238th (2DS027) @ EB I-84 MP15.94",3,7,I-84,15.94
101133,3151,"238th (2DS027) @ EB I-84 MP15.94",2,7,I-84,15.94
101134,3151,"238th (2DS027) @ EB I-84 MP15.94",1,7,I-84,15.94
101183,3152,"238th (2DS027) @ WB I-84 MP15.94",3,8,I-84,15.94
101184,3152,"238th (2DS027) @ WB I-84 MP15.94",2,8,I-84,15.94
101185,3152,"238th (2DS027) @ WB I-84 MP15.94",1,8,I-84,15.94
100312,3153,"Wilshire (2DS043) @ NB OR 217 MP0.25",3,9,OR-217,0.25
100313,3153,"Wilshire (2DS043) @ NB OR 217 MP0.25",2,9,OR-217,0.25
100314,3153,"Wilshire (2DS043) @ NB OR 217 MP0.25",1,9,OR-217,0.25
101676,3154,"Wilshire (2DS043) @ SB OR 217 MP0.25",4,10,OR-217,0.25
101677,3154,"Wilshire (2DS043) @ SB OR 217 MP0.25",3,10,OR-217,0.25
101678,3154,"Wilshire (2DS043) @ SB OR 217 MP0.25",2,10,OR-217,0.25
101679,3154,"Wilshire (2DS043) @ SB OR 217 MP0.25",1,10,OR-217,0.25
100301,3155,"Canyon (2DS062) @ NB OR 217 MP1.5",2,9,OR-217,1.5
100302,3155,"Canyon (2DS062) @ NB OR 217 MP1.5",1,9,OR-217,1.5
100299,3156,"Canyon (2DS062) @ SB OR 217 MP1.5",2,10,OR-217,1.5
100300,3156,"Canyon (2DS062) @ SB OR 217 MP1.5",1,10,OR-217,1.5
100303,3157,"Hall (2DS064) @ NB OR 217 MP3.4",3,9,OR-217,3.4
100304,3157,"Hall (2DS064) @ NB OR 217 MP3.4",2,9,OR-217,3.4
100305,3157,"Hall (2DS064) @ NB OR 217 MP3.4",1,9,OR-217,3.4
101039,3158,"Helvetia (2DS057) @ WB US26 MP61.05",2,12,US26,61.05
101040,3158,"Helvetia (2DS057) @ WB US26 MP61.05",1,12,US26,61.05
101041,3159,"Cornelius Pass (2DS066) WB US26 MP62.48",2,12,US26,62.48
101042,3159,"Cornelius Pass (2DS066) WB US26 MP62.48",1,12,US26,62.48
100640,3160,"OR 217 Camera 89 (2DS067) @ WB US26 MP69.31",3,12,US26,69.31
100641,3160,"OR 217 Camera 89 (2DS067) @ WB US26 MP69.31",2,12,US26,69.31
100642,3160,"OR 217 Camera 89 (2DS067) @ WB US26 MP69.31",1,12,US26,69.31
100625,3161,"Zoo on-ramp (2DS065) @ EB US26 MP72.17",3,11,US26,72.17
100626,3161,"Zoo on-ramp (2DS065) @ EB US26 MP72.17",2,11,US26,72.17
100627,3161,"Zoo on-ramp (2DS065) @ EB US26 MP72.17",1,11,US26,72.17
100647,3162,"Zoo Interchange (2DS065) @ WB US26 MP72.17",4,12,US26,72.17
100648,3162,"Zoo Interchange (2DS065) @ WB US26 MP72.17",3,12,US26,72.17
100649,3162,"Zoo Interchange (2DS065) @ WB US26 MP72.17",2,12,US26,72.17
100650,3162,"Zoo Interchange (2DS065) @ WB US26 MP72.17",1,12,US26,72.17
100628,3163,"Jefferson (2DS068) @ EB US26 MP73.17",3,11,US26,73.17
100629,3163,"Jefferson (2DS068) @ EB US26 MP73.17",2,11,US26,73.17
100630,3163,"Jefferson (2DS068) @ EB US26 MP73.17",1,11,US26,73.17
101074,3164,"Halsey (2DS004) @ NB I-205 MP21.68",3,3,I-205,21.68
101075,3164,"Halsey (2DS004) @ NB I-205 MP21.68",2,3,I-205,21.68
101076,3164,"Halsey (2DS004) @ NB I-205 MP21.68",1,3,I-205,21.68
100548,3165,"N. Wilsonville (2DS051) @ NB I-5 MP285.28",3,1,I-5,285.58
100549,3165,"N. Wilsonville (2DS051) @ NB I-5 MP285.28",2,1,I-5,285.58
100550,3165,"N. Wilsonville (2DS051) @ NB I-5 MP285.28",1,1,I-5,285.58
100752,3167,"Terwilliger (2DS054) @ NB I-5 MP297.3",3,1,I-5,296.9
