start_time,volume lane1,volume lane2,volume lane3,volume ramp1,speed lane1,speed lane2,speed lane3
2022-06-06 00:00:00-07:00,165,240,29,869,62.03,63.4,42.86
2022-06-06 01:00:00-07:00,121,188,24,993,61.87,62.1,42.08
2022-06-06 02:00:00-07:00,86,124,10,719,61.97,61.19,46.1
2022-06-06 03:00:00-07:00,107,149,25,986,60.74,62.25,36.44
2022-06-06 04:00:00-07:00,353,336,35,989,62.35,64.01,53.71
2022-06-06 05:00:00-07:00,1354,895,91,1086,60.95,62.72,52.55
2022-06-06 06:00:00-07:00,1414,1080,165,1187,61.04,61.74,46.34
2022-06-06 07:00:00-07:00,1561,1622,281,1288,60.47,58.13,50.08
2022-06-06 08:00:00-07:00,1499,1549,268,1258,60.11,55.94,53.28
2022-06-06 09:00:00-07:00,1224,1303,251,1114,59.61,58.11,49.41
2022-06-06 10:00:00-07:00,1288,1322,264,1248,61.22,57.43,52.35
2022-06-06 11:00:00-07:00,1262,1349,306,1234,61.07,58.85,53.13
2022-06-06 12:00:00-07:00,1363,1506,323,1250,60.11,59.18,50.88
2022-06-06 13:00:00-07:00,1375,1445,328,1155,60.3,58.8,51.27
2022-06-06 14:00:00-07:00,1471,1597,362,1116,59.05,56.81,47.26
2022-06-06 15:00:00-07:00,1572,1718,323,1133,53.53,47.21,40.7
2022-06-06 16:00:00-07:00,1602,1730,248,1303,42.12,36.3,31.25
2022-06-06 17:00:00-07:00,1577,1731,227,1368,36.05,29.29,24.85
2022-06-06 18:00:00-07:00,1272,1478,280,1248,59.25,56.48,47.18
2022-06-06 19:00:00-07:00,983,1158,202,1220,63.32,62.78,52.86
2022-06-06 20:00:00-07:00,762,929,167,1138,62.86,60.24,52.44
2022-06-06 21:00:00-07:00,596,703,113,1065,63.09,61.66,47.81
2022-06-06 22:00:00-07:00,472,540,74,1082,60.39,60.91,43.63
2022-06-06 23:00:00-07:00,321,385,53,991,61.72,62.36,47.78
2022-06-07 00:00:00-07:00,207,251,21,1133,61.72,62.89,43.53
2022-06-07 01:00:00-07:00,113,151,12,983,62.42,63.21,51.83
2022-06-07 02:00:00-07:00,109,165,16,849,61.83,61.53,38.37
2022-06-07 03:00:00-07:00,142,152,31,1206,59.55,62.42,46.74
2022-06-07 04:00:00-07:00,369,313,43,1305,63.92,62.83,56
2022-06-07 05:00:00-07:00,1382,954,122,1219,62.82,63.22,51.77
2022-06-07 06:00:00-07:00,1437,1184,194,1167,61.3,61.55,51.06
2022-06-07 07:00:00-07:00,1564,1599,278,1123,56.53,52.94,45.53
2022-06-07 08:00:00-07:00,1481,1638,328,1276,58.54,56.88,49.56
2022-06-07 09:00:00-07:00,1344,1449,251,1104,59.09,57.71,47.23
2022-06-07 10:00:00-07:00,1353,1439,268,1211,57.48,56.53,48.66
2022-06-07 11:00:00-07:00,1204,1312,267,1098,59.88,56.03,49.92
2022-06-07 12:00:00-07:00,1350,1487,291,1229,61.28,56.79,52.56
2022-06-07 13:00:00-07:00,1322,1535,299,1236,57.08,54.89,47.32
2022-06-07 14:00:00-07:00,1442,1592,297,1179,55.77,54.14,45.72
2022-06-07 15:00:00-07:00,1554,1710,318,1277,50.72,45.41,41.33
2022-06-07 16:00:00-07:00,1503,1621,250,1323,34.79,26.97,25.75
2022-06-07 17:00:00-07:00,1609,1684,250,1368,33.14,24.76,23.51
2022-06-07 18:00:00-07:00,1388,1566,268,1289,48.41,45.16,41.6
2022-06-07 19:00:00-07:00,1095,1217,264,1061,63.22,61.16,50.65
2022-06-07 20:00:00-07:00,833,1002,226,1096,63.57,61.08,53.31
2022-06-07 21:00:00-07:00,684,793,158,1099,61.51,62.01,51.2
2022-06-07 22:00:00-07:00,551,591,79,996,61.9,62.49,51.15
2022-06-07 23:00:00-07:00,358,391,48,1051,61.47,61.51,51.54
2022-06-08 00:00:00-07:00,197,253,21,958,61.77,63.2,49.95
2022-06-08 01:00:00-07:00,161,182,24,903,61.46,61.83,51.71
2022-06-08 02:00:00-07:00,128,149,12,805,62.44,62.16,44.67
2022-06-08 03:00:00-07:00,131,164,30,892,62.17,59.84,46.9
2022-06-08 04:00:00-07:00,362,320,40,958,62.92,63.65,46.65
2022-06-08 05:00:00-07:00,1373,931,118,968,58.77,60.12,47.22
2022-06-08 06:00:00-07:00,1437,1165,173,1156,61.04,61.73,49.54
2022-06-08 07:00:00-07:00,1563,1601,265,1235,59.19,57.57,49.2
2022-06-08 08:00:00-07:00,1482,1617,273,1172,60.05,54.61,50.23
2022-06-08 09:00:00-07:00,1412,1457,236,1177,52.62,47.46,42.87
2022-06-08 10:00:00-07:00,1379,1425,237,1118,55.92,54.63,46.27
2022-06-08 11:00:00-07:00,1329,1453,294,1186,56.36,55.72,44.13
2022-06-08 12:00:00-07:00,1352,1493,333,1242,58.16,56.64,46.44
2022-06-08 13:00:00-07:00,1369,1514,321,1204,58.91,57.73,50.58
2022-06-08 14:00:00-07:00,1428,1648,289,1267,52.99,46.49,43.05
2022-06-08 15:00:00-07:00,1566,1746,289,1350,42.7,36.09,32.71
2022-06-08 16:00:00-07:00,1536,1678,237,1312,31.93,24.03,21.34
2022-06-08 17:00:00-07:00,1557,1687,247,1361,35.45,27.41,25.52
2022-06-08 18:00:00-07:00,1392,1518,262,1249,45.34,39.68,33.41
2022-06-08 19:00:00-07:00,1096,1306,225,1202,61.97,60.59,50.36
2022-06-08 20:00:00-07:00,907,1094,209,1105,63.04,60.54,51.5
2022-06-08 21:00:00-07:00,788,909,153,1104,61.77,61.2,52.05
2022-06-08 22:00:00-07:00,497,683,73,1065,63.08,60.42,49.45
2022-06-08 23:00:00-07:00,382,473,45,1000,62.83,61.85,46.91
2022-06-09 00:00:00-07:00,173,349,18,891,59.69,60.91,50.39
2022-06-09 01:00:00-07:00,164,222,10,812,61.41,62.82,57.5
2022-06-09 02:00:00-07:00,111,132,15,921,61.21,60.86,43
2022-06-09 03:00:00-07:00,132,85,24,979,56.8,59.39,53.79
2022-06-09 04:00:00-07:00,366,339,34,1029,62.5,62.93,51.74
2022-06-09 05:00:00-07:00,1353,911,114,1072,61.84,62.71,54.24
2022-06-09 06:00:00-07:00,1433,1165,145,1146,60.91,60.27,47.99
2022-06-09 07:00:00-07:00,1539,1549,322,1250,60.6,58.85,51.8
2022-06-09 08:00:00-07:00,1469,1572,283,1237,58.95,57.51,51.3
2022-06-09 09:00:00-07:00,1347,1476,271,1217,56.84,56.39,48.19
2022-06-09 10:00:00-07:00,1329,1334,249,1229,57.96,57.07,49.56
2022-06-09 11:00:00-07:00,1371,1385,294,1301,55.51,52.96,49.33
2022-06-09 12:00:00-07:00,1456,1533,253,1223,57.91,53.55,49.76
2022-06-09 13:00:00-07:00,1453,1621,262,1208,56.07,51.9,43.98
2022-06-09 14:00:00-07:00,1473,1612,310,1233,56.44,51.88,47.28
2022-06-09 15:00:00-07:00,1555,1695,329,1347,46.11,42.38,38.27
2022-06-09 16:00:00-07:00,1599,1763,259,1334,40.35,35.6,30.59
2022-06-09 17:00:00-07:00,1514,1600,242,1417,32.79,25.55,22.36
2022-06-09 18:00:00-07:00,1343,1519,236,1349,43.78,39.34,41.88
2022-06-09 19:00:00-07:00,1075,1330,241,1123,57.41,56.31,50.58
2022-06-09 20:00:00-07:00,870,1065,206,1104,62.19,58.3,53.6
2022-06-09 21:00:00-07:00,742,863,149,1085,60.85,60.43,51.22
2022-06-09 22:00:00-07:00,556,655,93,1102,60.83,60.85,50.14
2022-06-09 23:00:00-07:00,334,444,61,1048,60.67,61.44,51.74
2022-06-10 00:00:00-07:00,221,269,27,,60.93,60.91,51.11
2022-06-10 01:00:00-07:00,151,176,10,785,60.61,59.88,57
2022-06-10 02:00:00-07:00,125,163,27,878,60.23,57.85,55.11
2022-06-10 03:00:00-07:00,122,147,24,1000,59.52,59.06,36.12
2022-06-10 04:00:00-07:00,324,283,34,979,62.4,63.05,53.5
2022-06-10 05:00:00-07:00,1146,783,103,1068,61.68,63.46,50.62
2022-06-10 06:00:00-07:00,1240,1029,180,1215,61.55,61.71,53.91
2022-06-10 07:00:00-07:00,1491,1545,282,1342,60.28,58.22,52.53
2022-06-10 08:00:00-07:00,1366,1487,306,1240,59.65,58.85,49.84
2022-06-10 09:00:00-07:00,1318,1349,285,1149,58.76,58.22,51.25
2022-06-10 10:00:00-07:00,1301,1362,275,1154,61.15,57.45,51.51
2022-06-10 11:00:00-07:00,1374,1524,320,1230,59.33,56.49,51.12
2022-06-10 12:00:00-07:00,1371,1533,359,1325,58.08,55.98,46.11
2022-06-10 13:00:00-07:00,1397,1630,338,1261,51.58,47.4,41.72
2022-06-10 14:00:00-07:00,1360,1489,290,1403,34.78,25.54,24.41
2022-06-10 15:00:00-07:00,1397,1503,252,1257,30.1,22.25,21.62
2022-06-10 16:00:00-07:00,1431,1527,234,1287,29.28,22.5,19.58
2022-06-10 17:00:00-07:00,1430,1477,254,1335,28.93,21.2,22.07
2022-06-10 18:00:00-07:00,1265,1381,253,1352,33.57,27.33,26.75
2022-06-10 19:00:00-07:00,1163,1404,217,1255,55.72,54.49,48.07
2022-06-10 20:00:00-07:00,990,1118,208,1211,57.9,56.83,43.71
2022-06-10 21:00:00-07:00,836,969,167,1152,57.18,55.44,43.88
2022-06-10 22:00:00-07:00,627,784,130,1190,59.58,57.9,50.35
2022-06-10 23:00:00-07:00,515,621,66,1109,58.34,58.06,49.02
2022-06-11 00:00:00-07:00,379,411,46,1089,59.39,59.16,48.09
2022-06-11 01:00:00-07:00,267,273,39,985,59.33,60.31,48.82
2022-06-11 02:00:00-07:00,177,247,21,925,60.64,61.74,53.38
2022-06-11 03:00:00-07:00,155,186,17,886,60.45,62.29,56.35
2022-06-11 04:00:00-07:00,182,217,24,983,62.22,63.02,46.87
2022-06-11 05:00:00-07:00,490,367,65,1060,63.48,64.25,50
2022-06-11 06:00:00-07:00,509,451,73,1095,64.59,63.6,47.93
2022-06-11 07:00:00-07:00,750,624,119,1052,63.22,62.13,51.54
2022-06-11 08:00:00-07:00,935,899,173,1141,59.51,59.81,49.2
2022-06-11 09:00:00-07:00,1157,1047,274,1252,62.73,62.39,51.18
2022-06-11 10:00:00-07:00,1368,1408,313,1226,63.09,59.97,53.21
2022-06-11 11:00:00-07:00,1445,1579,334,1333,62.34,59.23,52.81
2022-06-11 12:00:00-07:00,1452,1662,389,1261,61.29,57.34,53.2
2022-06-11 13:00:00-07:00,1507,1709,322,1245,58.09,54.39,47.35
2022-06-11 14:00:00-07:00,1465,1589,297,1180,45.5,38.79,35.91
2022-06-11 15:00:00-07:00,1493,1622,316,1214,60.26,57.37,53.91
2022-06-11 16:00:00-07:00,1442,1608,323,1276,58.3,55.54,47.6
2022-06-11 17:00:00-07:00,1375,1553,312,1207,63.3,59.01,54
2022-06-11 18:00:00-07:00,1349,1518,292,1250,61.97,59.83,50.41
2022-06-11 19:00:00-07:00,1165,1324,244,1186,60.54,58.74,49.52
2022-06-11 20:00:00-07:00,1029,1124,169,1157,60.46,59.77,49.31
2022-06-11 21:00:00-07:00,838,945,153,1087,60.61,60.81,52.82
2022-06-11 22:00:00-07:00,677,771,125,1113,61.97,60.25,55.72
2022-06-11 23:00:00-07:00,501,558,69,1000,63.24,61.65,59.2
2022-06-12 00:00:00-07:00,390,434,36,1014,61.83,63.09,46.97
2022-06-12 01:00:00-07:00,279,281,41,1013,63.14,63.05,49.95
2022-06-12 02:00:00-07:00,206,255,25,968,62.16,62.95,48.28
2022-06-12 03:00:00-07:00,157,181,17,843,61.98,63.22,60.53
2022-06-12 04:00:00-07:00,140,141,14,898,61.97,63.36,46.07
2022-06-12 05:00:00-07:00,217,221,31,1147,62.82,64.01,51.29
2022-06-12 06:00:00-07:00,391,346,51,1042,64.48,64.43,53.59
2022-06-12 07:00:00-07:00,482,516,76,1045,65.16,63.22,55.27
2022-06-12 08:00:00-07:00,600,659,112,1032,64.58,62.66,55.36
2022-06-12 09:00:00-07:00,803,903,173,1155,63.12,62.03,46.11
2022-06-12 10:00:00-07:00,1015,1175,261,1268,61.71,60.52,49.37
2022-06-12 11:00:00-07:00,1111,1347,289,1302,60.17,59.06,45.94
2022-06-12 12:00:00-07:00,1285,1500,289,1331,54.79,50.12,41.43
2022-06-12 13:00:00-07:00,1373,1530,303,1279,61.55,57.44,51.98
2022-06-12 14:00:00-07:00,1257,1471,287,1243,59.48,56.25,48.69
2022-06-12 15:00:00-07:00,1415,1501,325,1222,60.83,59.76,52.61
2022-06-12 16:00:00-07:00,1289,1493,254,1195,61.37,59.58,49.23
2022-06-12 17:00:00-07:00,1322,1491,320,1221,61.87,60.33,53.1
2022-06-12 18:00:00-07:00,1193,1311,251,1142,63.48,60.65,52.5
2022-06-12 19:00:00-07:00,1051,1165,209,1120,63.62,61.83,57.19
2022-06-12 20:00:00-07:00,809,967,126,1115,63.64,61.34,50.74
2022-06-12 21:00:00-07:00,682,746,123,1162,62.57,62.41,55.01
2022-06-12 22:00:00-07:00,490,576,69,1125,62,63.23,56.36
2022-06-12 23:00:00-07:00,348,433,52,1065,62.51,63.85,43.39
2022-06-13 00:00:00-07:00,201,246,21,841,63.53,62.5,40.9
2022-06-13 01:00:00-07:00,133,184,20,924,62.69,62.85,47.35
2022-06-13 02:00:00-07:00,110,130,17,984,62.49,63.35,59.18
2022-06-13 03:00:00-07:00,123,144,23,1129,61.66,61.09,53
2022-06-13 04:00:00-07:00,351,332,39,1051,62.63,64.11,48.41
2022-06-13 05:00:00-07:00,1374,933,116,1363,62.35,63.59,53.89
2022-06-13 06:00:00-07:00,1320,1073,194,1359,62.6,62.05,54.31
2022-06-13 07:00:00-07:00,1584,1531,317,1399,60.45,57.89,50.12
2022-06-13 08:00:00-07:00,1411,1523,295,1316,60.27,57.18,49.9
2022-06-13 09:00:00-07:00,1256,1328,298,1235,60.65,58.57,52.38
2022-06-13 10:00:00-07:00,1251,1297,274,1209,60.67,60.07,51.2
2022-06-13 11:00:00-07:00,1307,1392,293,1181,60.18,59.22,51.73
2022-06-13 12:00:00-07:00,1245,1340,308,1262,61.38,58.81,54.68
2022-06-13 13:00:00-07:00,1223,1379,269,1113,60,54.95,49.67
2022-06-13 14:00:00-07:00,1378,1612,311,1327,49.69,42.76,39.9
2022-06-13 15:00:00-07:00,1546,1732,263,1300,48.52,41.44,34.39
2022-06-13 16:00:00-07:00,1560,1737,225,1334,36.76,28.16,25.37
2022-06-13 17:00:00-07:00,1572,1714,293,1296,48.45,43.11,39.81
2022-06-13 18:00:00-07:00,1324,1462,301,1256,62.28,59.6,53.7
2022-06-13 19:00:00-07:00,954,1128,230,1135,64.65,61.36,55.43
2022-06-13 20:00:00-07:00,754,953,159,1096,63.75,63.09,48.48
2022-06-13 21:00:00-07:00,632,752,141,1129,62.29,62.07,49.4
2022-06-13 22:00:00-07:00,485,533,84,1137,60.81,61.91,52.1
2022-06-13 23:00:00-07:00,265,328,32,1044,60.97,61.66,50.69
2022-06-14 00:00:00-07:00,192,263,22,1037,62.19,62.98,50.27
2022-06-14 01:00:00-07:00,130,166,10,757,61.38,61.86,59.3
2022-06-14 02:00:00-07:00,80,157,18,1001,61.97,61.51,58.06
2022-06-14 03:00:00-07:00,131,155,26,1088,60.05,61.2,49.96
2022-06-14 04:00:00-07:00,384,336,41,1024,61.86,63.75,52.07
2022-06-14 05:00:00-07:00,1373,941,127,1118,61.41,62.48,50.72
2022-06-14 06:00:00-07:00,1327,1113,185,1274,60.71,58.19,52.49
2022-06-14 07:00:00-07:00,1570,1564,285,1308,58.15,55.8,47.75
2022-06-14 08:00:00-07:00,1290,1457,340,1302,61.94,56.19,53.12
2022-06-14 09:00:00-07:00,1419,1510,265,1255,59.41,57.9,49.35
2022-06-14 10:00:00-07:00,1342,1399,250,1175,60.15,59.39,48.92
2022-06-14 11:00:00-07:00,1268,1479,300,1288,61.18,57.78,51.79
2022-06-14 12:00:00-07:00,1299,1456,331,1236,62.6,56.08,52.63
2022-06-14 13:00:00-07:00,1390,1548,349,1376,60.54,57.86,53.36
2022-06-14 14:00:00-07:00,1480,1723,331,1282,58.47,55.55,45.89
2022-06-14 15:00:00-07:00,1634,1729,286,1273,42.68,34.02,32.29
2022-06-14 16:00:00-07:00,1564,1685,299,1398,34.98,26.99,25.09
2022-06-14 17:00:00-07:00,1623,1691,280,1406,35.54,26.96,25.62
2022-06-14 18:00:00-07:00,1375,1496,268,1246,54.95,52.03,47.83
2022-06-14 19:00:00-07:00,1073,1239,251,1173,63.3,60.71,53.36
2022-06-14 20:00:00-07:00,886,1019,197,1158,63.78,61.19,49.56
2022-06-14 21:00:00-07:00,686,754,148,1154,62.51,62.47,55.86
2022-06-14 22:00:00-07:00,528,566,88,1050,62.11,62.66,57.22
2022-06-14 23:00:00-07:00,417,415,48,1070,61.12,60.55,50.56
2022-06-15 00:00:00-07:00,220,266,27,943,61.76,61.95,59.55
2022-06-15 01:00:00-07:00,129,181,21,1008,58.62,62.44,46.81
2022-06-15 02:00:00-07:00,91,122,18,1085,60.76,64.03,59.17
2022-06-15 03:00:00-07:00,140,174,26,1085,62.19,62.35,46.42
2022-06-15 04:00:00-07:00,387,318,37,1077,62.33,63.58,55
2022-06-15 05:00:00-07:00,1424,987,143,1291,62.48,62.6,50.64
2022-06-15 06:00:00-07:00,1466,1228,193,1307,62.29,60.2,51.78
2022-06-15 07:00:00-07:00,1623,1547,280,1421,55.45,51.43,47.83
2022-06-15 08:00:00-07:00,1471,1640,227,1288,53.63,45.06,38.78
2022-06-15 09:00:00-07:00,1413,1459,237,1259,55.42,53.58,42.03
2022-06-15 10:00:00-07:00,1362,1421,188,1216,53.82,49.65,34.08
2022-06-15 11:00:00-07:00,1388,1422,218,1227,55.31,50.52,40.42
2022-06-15 12:00:00-07:00,1397,1525,272,1317,58.78,54.79,45.78
2022-06-15 13:00:00-07:00,1290,1438,244,1196,58.99,54.56,44.56
2022-06-15 14:00:00-07:00,1416,1582,323,1236,58.36,54.72,49.07
2022-06-15 15:00:00-07:00,1647,1750,326,1316,45.59,40.71,34.7
2022-06-15 16:00:00-07:00,1555,1686,277,1439,35.57,29.53,24.74
2022-06-15 17:00:00-07:00,1566,1688,260,1371,33.81,27.37,23.8
2022-06-15 18:00:00-07:00,1339,1503,328,1303,54.34,51.28,47.32
2022-06-15 19:00:00-07:00,1153,1280,230,1144,63.64,62,52.79
2022-06-15 20:00:00-07:00,892,1062,189,1091,64.04,60.16,56.18
2022-06-15 21:00:00-07:00,764,865,157,1110,61.84,61.88,52.47
2022-06-15 22:00:00-07:00,527,595,96,1056,62.21,62.59,51.91
2022-06-15 23:00:00-07:00,382,433,50,1028,62.38,62.99,47.34
2022-06-16 00:00:00-07:00,237,306,17,872,62.38,62.58,56.41
2022-06-16 01:00:00-07:00,137,176,14,947,59.6,62.18,49.43
