start_time,volume lane1,volume lane2,volume lane3,volume ramp1,speed lane1,speed lane2,speed lane3
2022-06-26 07:00:00-07:00,727,605,119,1016,64.6,64.18,51.13
2022-06-26 08:00:00-07:00,963,748,184,982,64.32,63.67,55.62
2022-06-26 09:00:00-07:00,1216,1032,285,1094,64.05,62.07,54.97
2022-06-26 10:00:00-07:00,1460,1226,368,1160,62.7,61.46,53.28
2022-06-26 11:00:00-07:00,1532,1467,382,1203,61.85,59.18,53.26
2022-06-26 12:00:00-07:00,1494,1562,377,1217,60.02,58.95,51.62
2022-06-26 13:00:00-07:00,1433,1483,347,1161,60.88,59.05,52.77
2022-06-26 14:00:00-07:00,1388,1510,299,1099,61.51,59.7,47.64
2022-06-26 15:00:00-07:00,1314,1427,289,1102,62.08,60.92,49.93
2022-06-26 16:00:00-07:00,1309,1386,298,1062,63.26,60.51,52.56
2022-06-26 17:00:00-07:00,1165,1357,277,1045,64.09,60.93,53.35
2022-06-26 18:00:00-07:00,1146,1282,238,1035,63.42,61.51,47.92
2022-06-26 19:00:00-07:00,1057,1075,172,942,63.27,62.66,54.36
2022-06-26 20:00:00-07:00,831,948,166,918,63.27,62.18,51.75
2022-06-26 21:00:00-07:00,737,808,129,919,62.58,62.31,50.3
2022-06-26 22:00:00-07:00,596,667,74,895,61.84,62.54,55.46
2022-06-26 23:00:00-07:00,381,426,50,889,62.16,63.2,48.24
2022-06-27 00:00:00-07:00,225,261,39,871,63.2,62.8,60.74
2022-06-27 01:00:00-07:00,153,210,17,857,63.14,64.38,41
2022-06-27 02:00:00-07:00,102,135,11,798,62.93,60.57,59.82
2022-06-27 03:00:00-07:00,138,150,25,848,61.1,62.75,46.4
2022-06-27 04:00:00-07:00,357,310,43,945,62.71,64.36,51.81
2022-06-27 05:00:00-07:00,1359,925,126,1052,62.57,63.77,52.1
2022-06-27 06:00:00-07:00,1299,1075,164,1199,62.23,62.3,54.48
2022-06-27 07:00:00-07:00,1453,1359,249,1201,59.34,58.31,52.22
2022-06-27 08:00:00-07:00,1439,1536,315,1190,59.58,55.14,50.95
2022-06-27 09:00:00-07:00,1345,1426,303,1127,60.85,57.85,49.54
2022-06-27 10:00:00-07:00,1317,1360,275,1128,60.17,59.33,50.31
2022-06-27 11:00:00-07:00,1357,1421,308,1110,60.4,58.81,52.26
2022-06-27 12:00:00-07:00,1370,1491,344,1088,59.67,58.17,50.09
2022-06-27 13:00:00-07:00,1361,1469,319,1147,57.95,53.23,47.47
2022-06-27 14:00:00-07:00,1394,1421,211,1175,40.06,30.64,32.43
2022-06-27 15:00:00-07:00,1459,1391,231,1276,29.34,21.08,20.33
2022-06-27 16:00:00-07:00,1327,1539,283,1154,44.47,42.42,36.98
2022-06-27 17:00:00-07:00,1471,1626,288,1215,43.58,39.5,35.18
2022-06-27 18:00:00-07:00,1256,1416,265,1125,60.29,57.28,45.57
2022-06-27 19:00:00-07:00,994,1112,232,1088,63.3,61.61,53.28
2022-06-27 20:00:00-07:00,786,948,184,1038,63.23,62.15,51.01
2022-06-27 21:00:00-07:00,636,783,168,1054,62.66,60.76,55.48
2022-06-27 22:00:00-07:00,531,599,98,861,61.79,62.76,53.09
2022-06-27 23:00:00-07:00,387,413,64,860,60.8,61.28,52.33
2022-06-28 00:00:00-07:00,211,250,23,894,61.48,62.44,53.48
2022-06-28 01:00:00-07:00,156,184,18,947,61.78,61.64,57.94
2022-06-28 02:00:00-07:00,111,150,18,770,62.91,60.29,54.11
2022-06-28 03:00:00-07:00,134,169,30,897,62.52,61.46,45.7
2022-06-28 04:00:00-07:00,376,336,36,975,63.7,63.18,41.97
2022-06-28 05:00:00-07:00,1366,952,138,1136,58.33,60.02,49.7
2022-06-28 06:00:00-07:00,1349,1141,196,1166,62.01,62.3,52.5
2022-06-28 07:00:00-07:00,1508,1488,243,1253,60.46,59.38,49.36
2022-06-28 08:00:00-07:00,1492,1626,331,1287,58.76,56.53,50.17
2022-06-28 09:00:00-07:00,1394,1509,271,1208,60.46,57.43,50.96
2022-06-28 10:00:00-07:00,1283,1360,268,1178,61.34,59.09,51.52
2022-06-28 11:00:00-07:00,1275,1415,293,1177,60.78,57.66,51.65
2022-06-28 12:00:00-07:00,1363,1520,325,1202,60.55,59.01,50.69
2022-06-28 13:00:00-07:00,1381,1515,327,1157,60.11,58.15,50.61
2022-06-28 14:00:00-07:00,1451,1553,348,1217,57.53,55.1,48.7
2022-06-28 15:00:00-07:00,1547,1646,274,1261,40.39,33.13,29.7
2022-06-28 16:00:00-07:00,1545,1675,232,1258,37.5,28.28,25.36
2022-06-28 17:00:00-07:00,1557,1635,272,1339,34.7,26.06,24.18
2022-06-28 18:00:00-07:00,1365,1561,277,1173,57.3,54.39,48.5
2022-06-28 19:00:00-07:00,1148,1216,231,1084,58.52,58.2,50.76
2022-06-28 20:00:00-07:00,912,1010,205,1083,58.03,58.12,44.22
2022-06-28 21:00:00-07:00,626,682,143,1071,60.93,61.32,53.34
2022-06-28 22:00:00-07:00,470,566,99,997,61.4,62.71,49.28
2022-06-28 23:00:00-07:00,319,419,44,976,62.5,61.74,55.64
2022-06-29 00:00:00-07:00,231,270,26,853,62.75,62.02,58.69
2022-06-29 01:00:00-07:00,139,171,14,858,57.4,59.92,48.72
2022-06-29 02:00:00-07:00,122,151,22,789,59.45,60.25,52.59
2022-06-29 03:00:00-07:00,151,185,26,893,59.24,62.07,45.19
2022-06-29 04:00:00-07:00,345,313,35,947,62.25,64.11,53
2022-06-29 05:00:00-07:00,1411,993,142,1095,60.97,61.83,54.18
2022-06-29 06:00:00-07:00,1432,1024,199,1137,61.28,58.97,57.62
2022-06-29 07:00:00-07:00,1538,1443,220,1203,60.41,56.7,55.71
2022-06-29 08:00:00-07:00,1480,1629,330,1302,59.05,56.81,49.38
2022-06-29 09:00:00-07:00,1371,1435,248,1250,58.19,56.9,49.59
2022-06-29 10:00:00-07:00,1301,1444,254,1147,60.14,57.72,48.06
2022-06-29 11:00:00-07:00,1310,1477,324,1183,60.11,58.18,48.45
2022-06-29 12:00:00-07:00,1322,1441,287,1204,55.23,49.99,44.75
2022-06-29 13:00:00-07:00,1353,1552,318,1136,56.66,51.71,47.61
2022-06-29 14:00:00-07:00,1453,1638,296,1189,54.01,47.66,43.83
2022-06-29 15:00:00-07:00,1527,1649,336,1267,45.77,40.34,34.21
2022-06-29 16:00:00-07:00,1557,1517,364,1464,30.52,20.97,20.26
2022-06-29 17:00:00-07:00,1536,1601,290,1526,33.14,23.11,21.85
2022-06-29 18:00:00-07:00,1409,1479,255,1217,47.24,41.12,37.48
2022-06-29 19:00:00-07:00,1185,1256,227,1102,58.57,57.3,47.8
2022-06-29 20:00:00-07:00,925,1093,198,1061,60.26,57.76,49.97
2022-06-29 21:00:00-07:00,728,866,147,972,61.47,60.67,53.1
2022-06-29 22:00:00-07:00,664,784,104,1029,61.66,61.94,50.52
2022-06-29 23:00:00-07:00,333,382,34,951,61.61,63.5,47.64
2022-06-30 00:00:00-07:00,213,246,25,849,61.83,62.21,53.96
2022-06-30 01:00:00-07:00,175,202,18,843,61.83,61.31,51.78
2022-06-30 02:00:00-07:00,88,135,16,829,59.62,61.58,47.25
2022-06-30 03:00:00-07:00,90,164,14,776,59.88,61.2,48.15
2022-06-30 04:00:00-07:00,333,254,29,958,63,64.83,48.93
2022-06-30 05:00:00-07:00,1245,887,136,1077,62.12,63.18,51.09
2022-06-30 06:00:00-07:00,1368,1108,184,1150,61.79,60.89,51.8
2022-06-30 07:00:00-07:00,1515,1467,266,1261,61.43,57.99,52.44
2022-06-30 08:00:00-07:00,1490,1600,332,1268,60.52,55.09,50.2
2022-06-30 09:00:00-07:00,1413,1443,271,1192,60.58,57.56,52.28
2022-06-30 10:00:00-07:00,1417,1423,292,1163,60.8,57.69,51.12
2022-06-30 11:00:00-07:00,1449,1443,329,1153,60.1,58.98,49.47
2022-06-30 12:00:00-07:00,1467,1579,320,1214,55.57,52.74,44.73
2022-06-30 13:00:00-07:00,1434,1596,344,1162,56.21,52.29,45.98
2022-06-30 14:00:00-07:00,1499,1659,347,1232,58.62,54.52,51.7
2022-06-30 15:00:00-07:00,1581,1715,316,1222,53.64,47.46,44.27
2022-06-30 16:00:00-07:00,1503,1656,254,1349,34.41,26.74,26.46
2022-06-30 17:00:00-07:00,1565,1677,254,1416,32.96,26.42,23.67
2022-06-30 18:00:00-07:00,1424,1548,263,1227,42.58,38.1,35
2022-06-30 19:00:00-07:00,1197,1293,249,1006,61.18,60.18,51.56
2022-06-30 20:00:00-07:00,1011,1120,170,1038,57.01,55.62,45.36
2022-06-30 21:00:00-07:00,814,872,207,989,61.55,60.79,50.98
2022-06-30 22:00:00-07:00,639,710,114,967,61.58,60.79,54.11
2022-06-30 23:00:00-07:00,407,505,45,913,61.25,62.52,52.16
2022-07-01 00:00:00-07:00,251,320,30,907,61.09,62.97,48.8
2022-07-01 01:00:00-07:00,180,232,29,832,59.99,61.33,57.9
2022-07-01 02:00:00-07:00,135,185,28,983,59.65,61.65,45.82
2022-07-01 03:00:00-07:00,126,161,21,913,61.27,63.12,50.43
2022-07-01 04:00:00-07:00,249,248,36,918,63.32,60.54,54.17
2022-07-01 05:00:00-07:00,749,574,107,1053,64.07,63.8,55.87
2022-07-01 06:00:00-07:00,1238,979,157,1148,60.42,59.06,50.37
2022-07-01 07:00:00-07:00,1514,1395,216,1198,58,58.14,49.21
2022-07-01 08:00:00-07:00,1382,1406,272,1283,58.06,57.38,49.61
2022-07-01 09:00:00-07:00,1375,1443,260,1189,59.44,58.33,51.41
2022-07-01 10:00:00-07:00,1505,1451,303,1232,60.66,58.99,50.75
2022-07-01 11:00:00-07:00,1638,1600,373,1222,59.58,56.55,51.09
2022-07-01 12:00:00-07:00,1580,1650,326,1226,48.44,43.18,41.48
2022-07-01 13:00:00-07:00,1463,1627,283,1306,39.67,32.8,28.41
2022-07-01 14:00:00-07:00,1445,1548,246,1362,31.07,25.52,22.1
2022-07-01 15:00:00-07:00,1490,1590,273,1340,30.71,24.79,22.24
2022-07-01 16:00:00-07:00,1477,1635,242,1329,30.67,26.67,23.79
2022-07-01 17:00:00-07:00,1437,1627,296,1199,47.25,43.43,38.43
2022-07-01 18:00:00-07:00,1425,1569,297,1073,60.12,58.78,49.15
2022-07-01 19:00:00-07:00,1204,1372,261,1169,61.41,59.86,49.04
2022-07-01 20:00:00-07:00,1063,1100,171,954,58.81,57.58,46.8
2022-07-01 21:00:00-07:00,831,937,188,1045,61.31,61.25,50.89
2022-07-01 22:00:00-07:00,726,789,123,987,61.32,61.73,51.45
2022-07-01 23:00:00-07:00,534,543,77,1022,62.62,60.48,46.54
2022-07-02 00:00:00-07:00,329,384,57,1036,62.52,61.39,54.07
2022-07-02 01:00:00-07:00,227,277,31,948,63.01,61.57,59.8
2022-07-02 02:00:00-07:00,159,234,22,755,62.48,63.83,37.63
2022-07-02 03:00:00-07:00,123,149,13,771,61.48,61.54,51.85
2022-07-02 04:00:00-07:00,138,168,17,848,61.05,64.62,41.06
2022-07-02 05:00:00-07:00,266,297,50,922,60.62,61.63,49.3
2022-07-02 06:00:00-07:00,646,489,80,1045,62.35,60.5,52.56
2022-07-02 07:00:00-07:00,869,625,123,1079,60.86,60.34,51.52
2022-07-02 08:00:00-07:00,1027,825,179,1092,60.06,60.37,49.39
2022-07-02 09:00:00-07:00,1268,1060,194,1154,58.43,58.26,48.08
2022-07-02 10:00:00-07:00,1551,1413,327,1297,61.31,61.01,51.91
2022-07-02 11:00:00-07:00,1681,1640,374,1334,57.31,54.16,47.7
2022-07-02 12:00:00-07:00,1597,1627,326,1230,53.39,48.68,41.38
2022-07-02 13:00:00-07:00,1451,1486,354,1192,62.61,59.03,55.16
2022-07-02 14:00:00-07:00,1414,1502,404,1154,61.89,59.03,50.57
2022-07-02 15:00:00-07:00,1437,1532,349,1117,60.48,58.51,52.06
2022-07-02 16:00:00-07:00,1340,1439,324,1128,61.74,60.88,53.13
2022-07-02 17:00:00-07:00,1314,1422,303,1128,62.27,60.82,52.68
2022-07-02 18:00:00-07:00,1208,1305,264,983,62.69,60.48,54.44
2022-07-02 19:00:00-07:00,1097,1188,214,961,63.91,61.19,54.02
2022-07-02 20:00:00-07:00,899,1069,181,931,63.64,60.59,54.29
2022-07-02 21:00:00-07:00,768,868,140,1011,62.92,60.16,54.4
2022-07-02 22:00:00-07:00,651,719,89,973,61.32,61.37,53.91
2022-07-02 23:00:00-07:00,491,560,74,949,61,62.59,49.89
2022-07-03 00:00:00-07:00,367,365,36,950,62.3,63.02,54.36
2022-07-03 01:00:00-07:00,213,245,19,907,62.58,63.02,44
2022-07-03 02:00:00-07:00,198,223,20,920,61.52,61.82,57.95
2022-07-03 03:00:00-07:00,159,163,13,868,60.9,62.57,51.77
2022-07-03 04:00:00-07:00,141,146,16,747,62.17,61.73,40.62
2022-07-03 05:00:00-07:00,205,222,33,765,63.94,64.97,37.94
2022-07-03 06:00:00-07:00,405,375,47,1005,65.27,65.89,53.45
2022-07-03 07:00:00-07:00,585,522,94,988,65.3,65.6,49.58
2022-07-03 08:00:00-07:00,719,596,130,1037,65.89,64.56,54.05
2022-07-03 09:00:00-07:00,949,851,170,1021,62.79,60.61,54.04
2022-07-03 10:00:00-07:00,1207,1148,231,1054,60.22,57.77,52.08
2022-07-03 11:00:00-07:00,1336,1268,336,1174,61.99,61.21,53.46
2022-07-03 12:00:00-07:00,1336,1450,384,1249,62.87,60.1,54.07
2022-07-03 13:00:00-07:00,1415,1501,352,1097,62.09,60.86,52.29
2022-07-03 14:00:00-07:00,1362,1399,353,1184,62.63,61.39,52.65
2022-07-03 15:00:00-07:00,1364,1373,298,1085,62.75,61.88,53.6
2022-07-03 16:00:00-07:00,1198,1344,287,1100,63.65,61.23,51.88
2022-07-03 17:00:00-07:00,1182,1341,268,1061,63.7,60.9,53.9
2022-07-03 18:00:00-07:00,1156,1274,236,1093,64.37,61.59,54.7
2022-07-03 19:00:00-07:00,979,1123,210,1001,63.39,62.17,54.66
2022-07-03 20:00:00-07:00,814,959,149,1088,62.66,62.37,52.19
2022-07-03 21:00:00-07:00,695,729,108,1042,62.8,61.19,54.78
2022-07-03 22:00:00-07:00,563,634,100,982,62.19,60.79,51.09
2022-07-03 23:00:00-07:00,466,495,52,964,62.64,62.66,56.23
2022-07-04 00:00:00-07:00,291,325,48,900,64.11,61.48,53.5
2022-07-04 01:00:00-07:00,179,237,14,764,62.42,61.75,61.86
2022-07-04 02:00:00-07:00,124,154,19,791,63.01,63.53,43.63
2022-07-04 03:00:00-07:00,120,149,18,1003,62.09,61.83,47.5
2022-07-04 04:00:00-07:00,123,134,11,753,62.11,62.26,45.64
2022-07-04 05:00:00-07:00,236,238,38,954,64.19,63.58,46.71
2022-07-04 06:00:00-07:00,453,369,51,1064,64,62.22,51.08
2022-07-04 07:00:00-07:00,547,504,94,969,65.2,64.56,54.95
2022-07-04 08:00:00-07:00,679,623,156,1007,64.52,64.78,45.99
2022-07-04 09:00:00-07:00,870,798,212,987,64.41,64.35,49.51
2022-07-04 10:00:00-07:00,1009,876,205,1020,64.15,63.24,54.13
2022-07-04 11:00:00-07:00,1075,1115,276,1098,64.1,62.31,54.43
2022-07-04 12:00:00-07:00,1112,1160,277,991,64.23,61.72,53.92
2022-07-04 13:00:00-07:00,1163,1239,281,1068,64.06,61.36,56.99
2022-07-04 14:00:00-07:00,1123,1164,270,1079,64.54,61.51,55.79
2022-07-04 15:00:00-07:00,1174,1211,225,1092,64.05,62.97,53.28
2022-07-04 16:00:00-07:00,1082,1147,201,1051,64.14,62.64,47.22
2022-07-04 17:00:00-07:00,1037,1125,191,1074,63.82,63.6,54.03
2022-07-04 18:00:00-07:00,1048,1097,171,972,64.84,63.28,54.88
2022-07-04 19:00:00-07:00,825,970,139,996,64.79,63.38,53.59
2022-07-04 20:00:00-07:00,689,799,142,972,64.23,61.67,49.59
2022-07-04 21:00:00-07:00,600,724,115,924,63.38,61.93,54.76
2022-07-04 22:00:00-07:00,664,747,92,900,61.25,61.77,52.03
2022-07-04 23:00:00-07:00,841,854,82,1001,61.26,62.21,54.47
2022-07-05 00:00:00-07:00,371,390,33,895,62.99,63.79,39.21
2022-07-05 01:00:00-07:00,177,228,20,894,60.72,61.7,54.4
2022-07-05 02:00:00-07:00,108,135,15,725,62.03,63.03,61.8
2022-07-05 03:00:00-07:00,115,157,21,902,63.6,59.49,56.34
2022-07-05 04:00:00-07:00,317,276,40,1012,63.51,62.63,56.05
2022-07-05 05:00:00-07:00,1103,794,94,1034,63.15,64.17,54.24
2022-07-05 06:00:00-07:00,1257,1005,144,1113,61.79,62.86,46.1
2022-07-05 07:00:00-07:00,1409,1326,204,1108,61.7,60.39,50.68
2022-07-05 08:00:00-07:00,1445,1459,197,1197,54.66,50.4,41.75
2022-07-05 09:00:00-07:00,1267,1337,218,1084,59.53,58.81,47.96
2022-07-05 10:00:00-07:00,1335,1327,278,1147,58.13,57.51,50.07
2022-07-05 11:00:00-07:00,1342,1416,280,1198,55.81,54.82,49.01
2022-07-05 12:00:00-07:00,1272,1395,304,1199,59.06,58.21,49.97
2022-07-05 13:00:00-07:00,1318,1473,303,1146,59.98,58.32,46.79
2022-07-05 14:00:00-07:00,1492,1636,303,1070,58.22,57.05,50.68
2022-07-05 15:00:00-07:00,1546,1680,326,1172,55.42,50.61,46.82
2022-07-05 16:00:00-07:00,1520,1651,238,1282,37.72,29.43,27.07
2022-07-05 17:00:00-07:00,1557,1652,244,1296,39.01,29.62,29.53
2022-07-05 18:00:00-07:00,1283,1459,289,1095,62.03,58.83,52.89
2022-07-05 19:00:00-07:00,1072,1193,217,977,61.71,60.5,48.72
2022-07-05 20:00:00-07:00,817,977,169,966,59.12,59.99,51.83
2022-07-05 21:00:00-07:00,595,714,129,1035,61.08,60.38,50.54
2022-07-05 22:00:00-07:00,404,500,75,995,62.08,61.55,57.39
2022-07-05 23:00:00-07:00,279,381,48,984,62.5,62.34,51.19
2022-07-06 00:00:00-07:00,177,231,18,736,61.64,60.86,35.22
2022-07-06 01:00:00-07:00,113,159,15,774,61.4,62.15,40
2022-07-06 02:00:00-07:00,97,130,16,701,60.49,60.66,45.75
2022-07-06 03:00:00-07:00,119,175,17,776,60.61,60.66,41.71
2022-07-06 04:00:00-07:00,325,338,38,885,62.77,61.82,44.74
2022-07-06 05:00:00-07:00,1245,972,127,1095,61.12,61.18,51.64
2022-07-06 06:00:00-07:00,1235,1116,180,1125,60.91,58.84,53.29
2022-07-06 07:00:00-07:00,1405,1426,263,1120,59.82,58.08,51.5
2022-07-06 08:00:00-07:00,1372,1515,247,1156,59.34,57.04,47.17
2022-07-06 09:00:00-07:00,1355,1473,254,1097,59.1,57.93,47.46
2022-07-06 10:00:00-07:00,1330,1364,276,1060,59.78,58.85,53.14
2022-07-06 11:00:00-07:00,1388,1432,279,1134,59.61,57.92,49.93
2022-07-06 12:00:00-07:00,1342,1498,316,1066,61.22,57.75,52.13
